Converting par_all22_na.inp and top_all22_na.inp to Amber format
CC-H3   374.0000    1.0900 !nadh/ppi, jjp1/adm jr. 7/95                     
C3-N2   302.0000    1.3650 !C,U, JWK, adm jr., 7/24/91                      
CB-N2   420.0000    1.3150 !nad/ppi, jjp1/adm jr. 7/95                      
CC-N2   420.0000    1.3550 !nadh/ppi, jjp1/adm jr. 7/95                     
C4-H3   380.0000    1.0900 !G,A, JWK par_a7 9/30/91                         
C4-N2   300.0000    1.3650 !G,A, JWK, adm jr., 7/24/91                      
C4-NG   350.0000    1.3650 !Inosine, adm jr., 2/94                          
C4-NA   310.0000    1.3100 !A, JWK, par_a7 9/30/91                          
C4-NI   450.0000    1.2950 !Inosine, adm jr., 2/94                          
C4-N4   400.0000    1.3080 !G,A, JWK par_a8 9/30/91                         
C5-C5   320.0000    1.3700 !G,A, JWK par_a8 9/30/91                         
C5-N2   302.0000    1.4080 !G,A, JWK, adm jr., 7/24/91                      
C5-NA   350.0000    1.3360 !A, JWK par_a8 9/30/91                           
C5-NI   350.0000    1.3460 !Inosine, adm jr., 2/94                          
C5-N4   350.0000    1.3600 !G,A, JWK, par_a8 9/30/91                        
C6-C6   222.5000    1.5160 !RIBOSE, ADM Jr.                                 
C6-CB   222.5000    1.5270 !RIBOSE, ADM Jr.                                 
C6-CC   222.5000    1.5370 !RIBOSE, ADM Jr.                                 
CB-CC   222.5000    1.5270 !RIBOSE, ADM Jr.                                 
C6-C7   222.5000    1.5160 !RIBOSE, ADM Jr.                                 
C6-C8   222.5000    1.5160 !RIBOSE, ADM Jr.                                 
C6-C9   222.5000    1.5160 !RIBOSE, ADM Jr.                                 
C6-H6   309.0000    1.1110 !RIBOSE, ADM Jr.                                 
CB-H6   309.0000    1.1110 !RIBOSE, ADM Jr.                                 
CC-H6   309.0000    1.1110 !RIBOSE, ADM Jr.                                 
CB-N2   300.0000    1.4800 !RIBOSE, ADM Jr.                                 
CB-N1   300.0000    1.4800 !RIBOSE, ADM Jr.                                 
C6-O2   340.0000    1.4300 !from C7 O2, ADM Jr.                             
C6-O5   428.0000    1.4200 !RIBOSE, MeOH                                    
C6-O6   296.7000    1.4450 !RIBOSE, ADM Jr.                                 
CB-O6   296.7000    1.4100 !RIBOSE, ADM Jr.                                 
C7-C7   222.5000    1.5000 !Alkanes, sacred                                 
C7-C8   222.5000    1.5380 !Alkanes, free                                   
C7-C9   222.5000    1.5380 !Alkanes, sacred                                 
C7-H7   309.0000    1.1110 !Alkanes, sacred                                 
C8-C9   222.5000    1.5280 !Alkanes, sacred                                 
C8-H7   309.0000    1.1110 !Alkanes, sacred                                 
C8-N2   400.0000    1.4600 !9-E-GUA, ADM JR.                                
C8-O2   340.0000    1.4300 !DMP, ADM Jr.                                    
C8-O5   428.0000    1.4200 !RIBOSE, MeOH                                    
C9-H7   322.0000    1.1110 !Alkanes, sacred                                 
C9-N2   400.0000    1.4600 !FOR 9-M-ADE(THY), ADM JR.                       
C9-O2   340.0000    1.4300 !DMP, ADM Jr.                                    
H1-N1   488.0000    1.0000 !A,C,G, JWK, adm jr., 7/24/91                    
H2-N2   474.0000    1.0100 !C,U, JWK                                        
H2-NG   471.0000    1.0100 !G, JWK, par_a12 9/30/91                         
H2-NU   474.0000    1.0100 !U, JWK, adm jr., 7/24/91                        
H4-O4   545.0000    0.9600 !MP_1, ADM Jr.                                   
H5-O5   545.0000    0.9600 !RIBOSE, MeOH                                    
HT-HT     0.0000    1.5139 ! from TIPS3P geometry (for SHAKE w/PARAM)       
HT-OT   450.0000    0.9572 ! from TIPS3P geometry                           
O2-P    270.0000    1.6000 !DMP, ADM Jr.                                    
O3-P    580.0000    1.4800 !DMP, ADM Jr.                                    
O4-P    237.0000    1.5800 !MP_1, ADM Jr.                                   
O2-P2   300.0000    1.6800 !nad/ppi, jjp1/adm jr. 7/95                      
O3-P2   480.0000    1.5300 !nad/ppi, jjp1/adm jr. 7/95                      
N5-H1   460.0000    1.0100 !sugar model, adm jr.                            
N5-CB   240.0000    1.4700 !sugar model, adm jr.

C3-C1-NU     67.000   113.400     0.000     0.000 !U,T, JWK, adm jr., 7/24/91  
C3-CE-N1     85.000   113.000    80.000     2.460 !nad/ppi, jjp1/adm jr. 7/95  
C3-C1-O1    100.000   124.700     0.000     0.000 !U,T, par_a3 JWK 9/30/91     
C3-CE-O1     85.000   118.500    20.000     2.430 !nad/ppi, jjp1/adm jr. 7/95  
C5-C1-NG     67.000   109.400     0.000     0.000 !G, JWK, adm jr., 7/24/91    
C5-C1-O1    100.000   125.600     0.000     0.000 !G, par_a3 adm jr., 10/2/91  
N1-CE-O1     85.000   128.500    20.000     2.170 !nad/ppi, jjp1/adm jr. 7/95  
N2-C1-NU     67.000   114.600     0.000     0.000 !U,T, JWK, adm jr., 7/24/91  
N2-C1-N3     70.000   116.400     0.000     0.000 !C, JWK, adm jr., 7/24/91    
N2-C1-O1    100.000   123.500     0.000     0.000 !C,U,G par_a3 JWK 9/30/91    
N2-C1-OC    100.000   121.500     0.000     0.000 !C, adm jr., 10/2/91         
NG-C1-O1    100.000   125.000     0.000     0.000 !G par_a4 adm jr., 10/2/91   
NU-C1-O1    100.000   121.900     0.000     0.000 !U, par_a3 JWK 9/30/91       
N3-C1-OC    100.000   122.100     0.000     0.000 !C, par_a3 JWK 9/30/91       
C3-C2-N1     70.000   117.900     0.000     0.000 !C, JWK, adm jr., 7/24/91    
CD-C2-N1    110.000   116.400     0.000     0.000 !5mc, adm jr., 9/9/93        
C3-C2-N3     70.000   119.800     0.000     0.000 !C, JWK, adm jr., 7/24/91    
CD-C2-N3     30.000   121.300     0.000     0.000 !5mc, adm jr., 9/9/93        
C5-C2-N1     70.000   119.100     0.000     0.000 !A, adm jr., 6/7/92          
C5-C2-NA     80.000   112.600     0.000     0.000 !A, JWK   par_a9 9/30/91     
N1-C2-NG     70.000   114.800    20.000     2.300 !G, JWK, adm jr., 7/24/91    
N1-C2-N3     70.000   122.300     0.000     0.000 !C JWK, adm jr., 7/24/91     
N1-C2-NA     70.000   128.300     0.000     0.000 !A adm jr., 6/7/92           
NG-C2-NA     70.000   122.900     0.000     0.000 !G, JWK   par_49, par_a11 9/3
C1-C3-C3    125.000   118.000     0.000     0.000 !U,T, JWK, adm jr., 7/24/91  
CE-C3-CC      5.000   107.800     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
CE-C3-C8    125.000   124.200     0.000     0.000 !nadh/ppi, jjp1/adm jr. 7/95 
C1-C3-C9     70.000   118.300     0.000     0.000 !T, JWK, adm jr., 7/24/91    
C1-C3-H3     30.000   120.000     0.000     0.000 !C,U, JWK, adm jr., 7/24/91  
C2-C3-C3    125.000   119.300     0.000     0.000 !C, JWK, adm jr., 7/24/91    
C2-CD-C3    100.000   117.800     0.000     0.000 !5mc, adm jr. 9/9/93         
C2-CD-C9     40.000   118.000     0.000     0.000 !5mc, adm jr. 9/9/93         
C2-C3-H3     30.000   118.700     0.000     0.000 !C, JWK, adm jr., 7/24/91    
CA-C3-CE     40.000   110.200     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
CB-C3-CE     10.000   131.800     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C3-CA-C3     50.000   118.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
CA-C3-CB     40.000   118.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C3-C3-C8     53.500   108.500     0.000     0.000 !nadh/ppi, jjp1/adm jr. 7/95 
CB-C3-C8     53.500   108.500     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
CC-C3-C8     43.500   128.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C3-C3-C9     70.000   123.700     0.000     0.000 !T, JWK, adm jr., 7/24/91    
C3-CD-C9     40.000   124.200     0.000     0.000 !5mc, adm jr., 9/9/93        
C3-C3-H3     30.000   122.000     0.000     0.000 !C,U, JWK, adm jr., 7/24/91  
CD-C3-H3     30.000   122.000     0.000     0.000 !5mc, adm jr., 9/9/93        
CB-C3-HB     30.000   122.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
CA-C3-HB     30.000   119.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C3-CC-H3     42.000   119.000     0.000     0.000 !nadh/ppi, jjp1/adm jr. 7/95 
CC-C3-H3     42.000   116.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C3-CA-HB     80.000   121.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C3-CB-HB     80.000   120.500     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C3-C3-N2    125.000   124.200     0.000     0.000 !C,U, JWK, adm jr., 7/24/91  
C3-CB-N2    120.000   122.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C3-CC-N2     60.000   122.000     0.000     0.000 !nadh/ppi, jjp1/adm jr. 7/95 
CD-C3-N2    100.000   124.200     0.000     0.000 !5mc, adm jr., 9/9/93        
C8-C3-H3     30.000   116.000     0.000     0.000 !nadh/ppi, jjp1/adm jr. 7/95 
H3-C3-N2     30.000   113.800     0.000     0.000 !C,U, JWK, adm jr., 7/24/91  
HB-CB-N2     80.000   117.500     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
H3-CC-N2     42.000   119.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
H3-C4-N2     40.000   119.000     0.000     0.000 !G,A, JWK, par_a9 9/30/91    
H3-C4-NA     35.000   114.750     0.000     0.000 !A, JWK, par_a9 9/30/91      
H3-C4-NI     35.000   115.750     0.000     0.000 !Inosine, adm jr., 2/94      
H3-C4-NG     35.000   114.750     0.000     0.000 !Inosine, adm jr., 2/94      
H3-C4-N4     40.000   126.700     0.000     0.000 !G,A, JWK, par_a9 9/30/91    
N2-C4-N4    100.000   114.300     0.000     0.000 !G,A, JWK, par_a9 9/30/91    
NA-C4-NA     80.000   130.500     0.000     0.000 !A, JWK, par_a9 9/30/91      
NI-C4-NG     80.000   129.500     0.000     0.000 !Inosine, adm jr., 2/94      
C1-C5-C5    125.000   119.500     0.000     0.000 !G, JWK, adm jr., 7/24/91    
C1-C5-N4    125.000   128.800     0.000     0.000 !G, JWK, adm jr., 7/24/91    
C2-C5-C5    100.000   119.700     0.000     0.000 !A, JWK, par_a7 9/30/91      
C2-C5-N4    120.000   128.600     0.000     0.000 !A, JWK, par_a9 9/30/91      
C5-C5-N2    100.000   105.100     0.000     0.000 !G,A, JWK, par_a9 9/30/91    
C5-C5-NA    100.000   127.500     0.000     0.000 !A, JWK, par_a7 9/30/91      
C5-C5-NI    100.000   127.500     0.000     0.000 !Inosine, adm jr., 2/94      
C5-C5-N4    100.000   111.700     0.000     0.000 !G,A, JWK, par_a7 9/30/91    
N2-C5-NA    140.000   127.400     0.000     0.000 !A, JWK, par_a9 9/30/91      
N2-C5-NI    140.000   127.400     0.000     0.000 !Inosine, adm jr., 2/94      
C6-C6-C6     53.350   111.000     8.000     2.561 ! Alkanes                    
C6-C6-CB     53.350   105.500     8.000     2.561 ! Alkanes(new eq geom)       
C6-C6-CC     53.350   108.000     8.000     2.561 ! Alkanes(new eq geom)       
C6-CC-CB     53.350   105.500     8.000     2.561 ! Alkanes(new eq geom)       
C6-C6-C8     53.350   108.500     8.000     2.561 ! Alkanes                    
C6-C6-C9     53.350   108.500     8.000     2.561 ! Alkanes                    
C6-CB-N2     70.000   113.700     0.000     0.000 !RIBOSE, ADM Jr.             
CC-CB-N2     70.000   113.700     0.000     0.000 !RIBOSE, ADM Jr.             
C6-CB-N1     70.000   113.700     0.000     0.000 !RIBOSE, ADM Jr.             
C6-C6-O2     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
CB-C6-O2     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
CC-C6-O2     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
C6-C6-O5     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
CB-C6-O5     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
CC-C6-O5     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
C6-C6-O6    110.000   105.000     0.000     0.000 !RIBOSE, ADM Jr.             
C6-CB-O6    110.000   105.000     0.000     0.000 !RIBOSE, ADM Jr.             
CC-CB-O6    110.000   105.000     0.000     0.000 !RIBOSE, ADM Jr.             
C7-C6-O6    110.000   109.000     0.000     0.000 !RIBOSE, ADM Jr.             
C8-C6-O6    110.000   109.000     0.000     0.000 !RIBOSE, ADM Jr.             
C9-C6-O6    110.000   109.000     0.000     0.000 !RIBOSE, ADM Jr.             
H6-C6-C6     34.500   110.100    22.530     2.179 ! Alkanes, sacred            
H6-CB-C6     34.500   110.100    22.530     2.179 ! Alkanes, sacred            
H6-CB-CC     34.500   110.100    22.530     2.179 ! Alkanes, free              
H6-CC-C6     33.400   110.100    22.530     2.179 ! Alkanes, free              
H6-CC-CB     33.400   110.100    22.530     2.179 ! Alkanes, free              
H6-C6-CB     34.500   110.100    22.530     2.179 ! Alkanes, sacred            
H6-C6-CC     34.500   110.100    22.530     2.179 ! Alkanes, free              
H6-C6-C7     34.500   110.100    22.530     2.179 ! Alkanes, sacred            
H6-C6-C8     34.500   110.100    22.530     2.179 ! Alkanes, free              
H6-C6-C9     34.500   110.100    22.530     2.179 ! Alkanes, sacred            
H6-C6-H6     35.500   109.000     5.400     1.802 ! Alkanes, free              
H6-CC-H6     35.500   109.000     5.400     1.802 ! Alkanes, free              
H6-CB-N2     43.000   111.000     0.000     0.000 !RIBOSE, ADM Jr.             
H6-C6-O2     60.000   109.500     0.000     0.000 !from H7 C7 O2, ADM JR.      
H6-C6-O5     45.900   108.890     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
H6-C6-O6     45.200   107.240     0.000     0.000 !RIBOSE, ADM Jr.             
H6-CB-O6     45.200   107.240     0.000     0.000 !RIBOSE, ADM Jr.             
O5-C6-O6     92.600   111.550     0.000     0.000 !RIBOSE, ADM Jr., ribose (wit
O6-CB-N2     70.000   108.000     0.000     0.000 !RIBOSE, ADM Jr.             
O6-CB-N5     70.000   108.000     0.000     0.000 !GLYCOSIDAC, Arnott + Huckins
C6-CB-N5     70.000   113.700     0.000     0.000 !GLYCOSIDAC, Arnott + Huckins
CC-CB-N5     70.000   113.700     0.000     0.000 !GLYCOSIDAC, Arnott + Huckins
N5-CB-H6     38.000   111.000    50.000     2.140 ! sugar model, adm jr.       
C6-C7-H7     34.500   110.100    22.530     2.179 ! Alkanes, sacred            
C6-C7-O2     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
C6-C7-O5     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
C7-C7-H7     34.500   110.100    22.530     2.179 ! Alkanes, sacred            
C8-C7-H7     34.500   110.100    22.530     2.179 ! Alkanes, free              
H7-C7-O5     45.900   108.890     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
C3-C8-C3    125.000   108.000     0.000     0.000 !nadh/ppi, jjp1/adm jr. 7/95 
C3-C8-H7     55.000   110.100     0.000     0.000 !nadh/ppi, jjp1/adm jr. 7/95 
C6-C8-H7     34.500   110.100    22.530     2.179 ! Alkanes, free              
C6-C8-O2     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
C6-C8-O5     75.700   110.100     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
C7-C8-H7     34.500   110.100    22.530     2.179 ! Alkanes, free              
C8-C8-H7     26.500   110.100    22.530     2.179 ! Alkanes, free              
C9-C8-H7     34.600   110.100    22.530     2.179 ! Alkanes, sacred            
C9-C8-N2     70.000   113.700     0.000     0.000 !from C6  CB N2, adm jr.     
H7-C8-H7     35.500   109.000     5.400     1.802 ! Alkanes, sacred            
H7-C8-N2     33.430   110.100     0.000     0.000 !FOR 9-M-ADE(THY), ADM       
H7-C8-O2     60.000   109.500     0.000     0.000 !DMP, ADM Jr.                
H7-C8-O5     45.900   108.890     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
C3-C9-H7     33.430   110.100    22.530     2.179 ! Alkanes, sacred            
CD-C9-H7     33.430   110.100    22.530     2.179 ! Alkanes, sacred            
C6-C9-H7     33.430   110.100    22.530     2.179 ! Alkanes, sacred            
C6-C9-O2     75.700   110.100     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C7-C9-H7     33.430   110.100    22.530     2.179 ! Alkanes, sacred            
C8-C9-H7     34.600   110.100    22.530     2.179 ! Alkanes, sacred            
H7-C9-H7     35.500   108.400     5.400     1.802 ! Alkanes, sacred            
H7-C9-N2     33.430   110.100     0.000     0.000 !FOR 9-M-ADE(THY), ADM       
H7-C9-O2     60.000   109.500     0.000     0.000 !DMP, ADM Jr.                
CE-N1-H1     35.000   120.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C2-N1-H1     40.000   120.000     0.000     0.000 ! par_a6 JWK 9/30/91         
H1-N1-H1     32.000   120.000     0.000     0.000 ! par_a5 JWK 9/30/91         
C1-N2-C3    125.000   120.600     0.000     0.000 !C,U, JWK                    
C1-N2-CB     70.000   117.700     0.000     0.000 !from C1 N2 C7, adm jr., 7/24
C1-N2-C9     70.000   117.700     0.000     0.000 !1-M-T XTAL, adm jr., 7/24/91
C1-N2-H2     40.500   122.000     0.000     0.000 !C,U  JWK, adm jr., 7/24/91  
CB-N2-CB     30.000   120.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
CC-N2-CC     20.000   114.000     0.000     0.000 !nadh/ppi, jjp1/adm jr. 7/95 
C3-N2-CB     70.000   121.700     0.000     0.000 !from C3 N2 C7, adm jr., 7/24
CB-N2-CB     70.000   121.700     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
CC-N2-CB     70.000   121.700     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C3-N2-C9     70.000   121.700     0.000     0.000 !1-M-T XTAL, adm jr., 7/24/91
C3-N2-H2     32.000   117.400     0.000     0.000 !C,U, JWK, adm jr., 7/24/91  
CB-N2-H2     32.000   117.400     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
CC-N2-H2     39.000   123.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
C4-N2-C5    110.000   105.600     0.000     0.000 !G,A, JWK, par_a9 9/30/91    
C4-N2-CB     70.000   128.400     0.000     0.000 !from C4 N2 C7, adm jr., 7/24
C4-N2-C8     70.000   128.400     0.000     0.000 !9-E-GUA, adm jr., 7/24/91   
C4-N2-C9     70.000   128.400     0.000     0.000 !9-M-ADE, adm jr., 7/24/91   
C4-N2-H2     30.000   125.000     0.000     0.000 !G,A, JWK, par_a9 9/30/91    
C5-N2-CB     70.000   126.000     0.000     0.000 !from C5 N2 C7, adm jr., 7/24
C5-N2-C8     70.000   126.000     0.000     0.000 !9-E-GUA, adm jr., 7/24/91   
C5-N2-C9     70.000   126.000     0.000     0.000 !9-M-ADE, adm jr., 7/24/91   
C5-N2-H2     30.000   129.400     0.000     0.000 !G,A, JWK, par_a9 9/30/91    
C1-NG-C2    125.000   128.700     0.000     0.000 !G, JWK, adm jr., 7/24/91    
C1-NG-C4    125.000   129.700     0.000     0.000 !Inosine, adm jr., 2/94      
C1-NG-H2     40.500   114.300     0.000     0.000 !G, adm jr., 7/24/91         
C2-NG-H2     40.500   117.000     0.000     0.000 !G par_49, adm jr., 7/24/91  
C4-NG-H2     40.500   116.000     0.000     0.000 !Inosine, adm jr., 2/94      
C1-NU-C1     90.000   129.200     0.000     0.000 !U,T, par_a4 JWK 9/30/91     
C1-NU-H2     40.500   115.400     0.000     0.000 !T,U, JWK, adm jr., 7/24/91  
C1-N3-C2     70.000   119.700     0.000     0.000 !C, JWK, adm jr., 7/24/91    
C2-NA-C5     90.000   112.000     0.000     0.000 !G, JWK, par_a11 9/30/91     
C2-NA-C4     90.000   119.900     0.000     0.000 !A, JWK, par_a9 9/30/91      
C4-NA-C5     90.000   110.300     0.000     0.000 !A, JWK, par_a9 9/30/91      
C4-NI-C5     90.000   110.300     0.000     0.000 !Inosine, adm jr., 2/94      
C4-N4-C5    110.000   103.300     0.000     0.000 !G,A, JWK, par_a9 9/30/91    
CB-N5-H1     50.000   111.500     0.000     0.000 ! sugar model, adm jr.       
H1-N5-H1     39.000   106.000     0.000     0.000 ! sugar model, adm jr.       
C6-O2-P      20.000   120.000    35.000     2.330 !DMP, ADM JR.                
C8-O2-P      20.000   120.000    35.000     2.330 !DMP, ADM Jr.                
C9-O2-P      20.000   120.000    35.000     2.330 !DMP, ADM Jr.                
C9-O2-P2     20.000   120.000    35.000     2.330 !nad/ppi, jjp1/adm jr. 7/95  
P -O2-P      15.000   140.000   -40.000     2.800 !nad/ppi, jjp1/adm jr. 7/95  
P2-O2-P      15.000   140.000   -40.000     2.800 !nad/ppi, jjp1/adm jr. 7/95  
P2-O2-P2     15.000   140.000   -40.000     2.800 !nad/ppi, jjp1/adm jr. 7/95  
H4-O4-P      30.000   115.000    40.000     2.350 !MP_1, ADM Jr.               
H5-O5-C6     57.500   106.000     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
H5-O5-C7     57.500   106.000     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
H5-O5-C8     57.500   106.000     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
H5-O5-C9     57.500   106.000     0.000     0.000 !RIBOSE, ADM Jr., MeOH       
C6-O6-C6    110.000   107.500     0.000     0.000 !RIBOSE, ADM Jr.             
C6-O6-CB    110.000   107.500     0.000     0.000 !RIBOSE, ADM Jr.             
HT-OT-HT     55.000   104.520     0.000     0.000 ! FROM TIPS3P GEOMETRY       
O2-P -O2     80.000   104.300     0.000     0.000 !DMP, ADM Jr.                
O2-P -O3     98.900   111.600     0.000     0.000 !DMP, ADM Jr.                
O2-P -O4     48.100   108.000     0.000     0.000 !MP_1, ADM Jr.               
O3-P -O3    120.000   120.000     0.000     0.000 !DMP, ADM Jr.                
O3-P -O4     98.900   108.230     0.000     0.000 !MP_1, ADM Jr.               
O4-P -O4     98.900   104.000     0.000     0.000 !MP_0, ADM Jr.               
O2-P2-O2     80.000   104.300     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
O2-P2-O3     88.900   111.600     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95  
O3-P2-O3    104.000   120.000     0.000     0.000 !nad/ppi, jjp1/adm jr. 7/95

O2-P -O2-C6   1         0.9500           0.00            -2.
O2-P -O2-C6   1         0.5000           0.00             3.
O2-P -O2-C8   1         0.9500           0.00            -2.
O2-P -O2-C8   1         0.5000           0.00             3.
O2-P -O2-C9   1         0.9500           0.00            -2.
