Converting par_all22_prot.inp and top_all22_prot.inp to Amber format
C -C    600.0000    1.3350 ! Heme vinyl substituent (KK, from propene (JCS))
CA-CA   305.0000    1.3750 ! benzene, JES 8/25/89                           
CK-CK   440.0000    1.3400 ! for butene; from propene, yin/adm jr., 12/95   
CK-CL   500.0000    1.3420 ! for propene, yin/adm jr., 12/95                
CK-C2   365.0000    1.5020 ! for butene; from propene, yin/adm jr., 12/95   
CK-C3   383.0000    1.5040 ! for butene, yin/adm jr., 12/95                 
CL-CL   510.0000    1.3300 ! for ethene, yin/adm jr., 12/95                 
C6-C    250.0000    1.4900 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
C6-CC   250.0000    1.4900 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
C6-CD   200.0000    1.4900 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
C7-C6   222.5000    1.5270 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
C7-C7   222.5000    1.5370 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
C8-C7   222.5000    1.5370 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
CB-C    450.0000    1.3800 ! Heme (6-liganded): substituents (KK 05/13/91)  
CB-CP   299.8000    1.4432 ! Heme (6-liganded): porphyrin macrocycle (KK 05/
CB-CB   340.7000    1.3464 ! Heme (6-liganded): porphyrin macrocycle (KK 05/
C4-C4   410.0000    1.3600 ! histidine, adm jr., 6/27/90                    
CN-CP   360.0000    1.3716 ! Heme (6-liganded): porphyrin macrocycle (KK 05/
CP-CA   305.0000    1.3680 ! adm jr., 12/30/91, for jwk                     
CP-CP   360.0000    1.4000 !adm jr., 12/30/91, for jwk                      
C1-C    250.0000    1.4900 ! Ala Dipeptide ab initio CQc's (LK) fixed from 1
C1-CC   200.0000    1.5220 ! adm jr. 4/05/91, for asn,asp,gln,glu and cters 
C1-CD   200.0000    1.5220 ! adm jr. 5/02/91, acetic acid pure solvent      
C1-C1   222.5000    1.5000 ! alkane update, adm jr., 3/2/92                 
C2-C    250.0000    1.4900 ! Ala Dipeptide ab initio CQc's (LK) fixed from 1
C2-CA   230.0000    1.4900 ! phe,tyr, JES 8/25/89                           
C2-CC   200.0000    1.5220 ! adm jr. 4/05/91, for asn,asp,gln,glu and cters 
C2-CD   200.0000    1.5220 ! adm jr. 5/02/91, acetic acid pure solvent      
C2-CB   230.0000    1.4900 ! Heme (6-liganded): substituents (KK 05/13/91)  
C2-C4   229.6300    1.5000 ! his, adm jr., 7/22/89, FC from C2CT, BL from cr
C2-C1   222.5000    1.5380 ! alkane update, adm jr., 3/2/92                 
C2-C2   222.5000    1.5300 ! alkane update, adm jr., 3/2/92                 
C3-C    250.0000    1.4900 ! Ala Dipeptide ab initio CQc's (LK) fixed from 1
C3-CA   230.0000    1.4900 ! toluene, adm jr. 3/7/92                        
C3-CC   200.0000    1.5220 ! adm jr. 4/05/91, for asn,asp,gln,glu and cters 
C3-CD   200.0000    1.5220 ! adm jr. 5/02/91, acetic acid pure solvent      
C3-CB   230.0000    1.4900 ! Heme (6-liganded): substituents (KK 05/13/91)  
C3-C4   229.6300    1.5000 ! his, adm jr., 7/22/89, FC from C2CT, BL from cr
C3-CS   190.0000    1.5310 ! ethylthiolate 6-31+G* geom/freq, adm jr., 6/1/9
C3-C1   222.5000    1.5380 ! alkane update, adm jr., 3/2/92                 
C3-C2   222.5000    1.5280 ! alkane update, adm jr., 3/2/92                 
C3-C3   222.5000    1.5300 ! alkane update, adm jr., 3/2/92                 
CY-CA   350.0000    1.3650 !adm jr., 5/08/91, indole CCDB structure search  
CY-CP   350.0000    1.4400 !adm jr., 12/30/91, for jwk                      
CY-C2   230.0000    1.5100 !JWK  Kb from alkane freq.. b0 from TRP crystal  
FE-CM   258.0000    1.9000 ! Heme (6-liganded): CO ligand (KK 05/13/91)     
FE-CN     0.0000    3.3814 ! Heme (6-liganded): for "ic para" only (KK 05/13
H -CD   330.0000    1.1100 ! adm jr. 5/02/91, acetic acid pure solvent      
HA-C    330.0000    1.1000 ! Heme vinyl substituent (KK, from propene (JCS))
HA-CA   340.0000    1.0830 ! trp, adm jr., 10/02/89                         
HA-CC   317.1300    1.1000 ! adm jr., 5/13/91, formamide geometry and vibrat
HA-C7   309.0000    1.1110 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
HA-C8   309.0000    1.1110 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
HA-CN   367.6000    1.0900 ! Heme (6-liganded): porphyrin macrocycle (KK 05/
HA-CS   300.0000    1.1110 ! methylthiolate 6-31+G* geom/freq, adm jr., 6/1/
HA-C1   309.0000    1.1110 ! alkane update, adm jr., 3/2/92                 
HA-C2   309.0000    1.1110 ! alkane update, adm jr., 3/2/92                 
HA-C3   322.0000    1.1110 ! alkane update, adm jr., 3/2/92                 
HA-CY   330.0000    1.0800 ! JWK 05/14/91 new r0 from indole                
HK-CK   360.5000    1.1000 ! for propene, yin/adm jr., 12/95                
HL-CL   365.0000    1.1000 ! for ethene, yin/adm jr., 12/95                 
HB-C6   330.0000    1.0800 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
HB-C1   330.0000    1.0800 ! Alanine Dipeptide ab initio CQc's (LK)         
HB-C2   330.0000    1.0800 ! Alanine Dipeptide ab initio CQc's (LK)         
HB-C3   330.0000    1.0800 ! Alanine Dipeptide ab initio CQc's (LK)         
HP-CA   340.0000    1.0800 ! phe,tyr JES 8/25/89                            
HP-CY   350.0000    1.0800 !adm jr., 12/30/91, for jwk                      
H1-C4   375.0000    1.0830 ! his, adm jr., 6/27/90                          
H1-C5   340.0000    1.0900 ! his, adm jr., 6/28/29                          
H2-C5   333.0000    1.0700 ! his, adm jr., 6/27/90                          
H3-C4   365.0000    1.0830 ! adm jr., 3/24/92, maintain old aliphatic H VDW 
HT-HT     0.0000    1.5139 ! FROM TIPS3P GEOMETRY (FOR SHAKE/W PARAM)       
N -C    260.0000    1.3000 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
N -C6   320.0000    1.4340 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
N -C8   320.0000    1.4550 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
NC-C    463.0000    1.3650 ! 403.0->463.0, 1.305->1.365 guanidinium (KK)    
NC-C2   261.0000    1.4900 ! arg, (DS)                                      
NC-C3   261.0000    1.4900 ! methylguanidinium, adm jr., 3/26/92            
NC-HC   455.0000    1.0000 ! 405.0->455.0 GUANIDINIUM (KK)                  
N1-C    370.0000    1.3450 ! Alanine Dipeptide ab initio CQc's (LK)         
N1-C1   320.0000    1.4300 ! NMA Gas & Liquid Phase IR Spectra (LK)         
N1-C2   320.0000    1.4300 ! NMA Gas & Liquid Phase IR Spectra (LK)         
N1-C3   320.0000    1.4300 ! NMA Gas & Liquid Phase IR Spectra (LK)         
N1-H    440.0000    0.9970 ! Alanine Dipeptide ab initio CQc's (LK)         
N1-HC   405.0000    0.9800 ! (DS)                                           
N2-CC   430.0000    1.3600 ! adm jr. 4/10/91, acetamide                     
N2-C2   240.0000    1.4550 ! from N2  C3, neutral glycine, adm jr.          
N2-C3   240.0000    1.4550 ! methylamine geom/freq, adm jr., 6/2/92         
N2-H    480.0000    1.0000 ! adm jr. 8/13/90 acetamide geometry and vibratio
N2-HC   460.0000    1.0000 ! methylamine geom/freq, adm jr., 6/2/92         
N3-C1   200.0000    1.4800 ! new stretch and bend; methylammonium (KK 03/10/
N3-C2   200.0000    1.4800 ! new stretch and bend; methylammonium (KK 03/10/
N3-C3   200.0000    1.4800 ! new stretch and bend; methylammonium (KK 03/10/
N3-HC   403.0000    1.0400 ! new stretch and bend; methylammonium (KK 03/10/
NP-C6   320.0000    1.4850 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
NP-C8   320.0000    1.5020 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
NP-HC   460.0000    1.0060 ! 6-31g* AcProN2, ProN2, 6-31g*//3-21g AcProNHCH3
NH-CP   377.2000    1.3757 ! Heme (6-liganded): porphyrin macrocycle (KK 05/
NH-FE   270.2000    1.9580 ! Heme (6-liganded): porphyrin macrocycle (KK 05/
N4-C4   400.0000    1.3800 ! his, ADM JR., 7/20/89                          
N4-C5   400.0000    1.3600 ! his, ADM JR., 7/20/89                          
N4-H    466.0000    1.0000 ! his, ADM JR., 7/20/89                          
N5-C4   400.0000    1.3800 ! his, ADM JR., 7/20/89                          
N5-C5   400.0000    1.3200 ! his, ADM JR., 7/20/89                          
N5-FE    65.0000    2.2000 ! Heme (6-liganded): His ligand (KK 05/13/91)    
N6-C4   380.0000    1.3700 ! his, adm jr., 6/28/90                          
N6-C5   380.0000    1.3200 ! his, adm jr., 6/27/90                          
N6-H    453.0000    1.0000 ! his, adm jr., 6/27/90                          
NY-CA   270.0000    1.3700 !adm jr., 12/30/91, for jwk                      
NY-CP   270.0000    1.3750 !adm jr., 12/30/91, for jwk                      
NY-H    465.0000    0.9760 ! indole JWK   08/28/89                          
O -C    620.0000    1.2300 ! Peptide geometry, condensed phase (LK)         
O -CC   650.0000    1.2300 ! adm jr. 4/10/91, acetamide                     
OB-CC   750.0000    1.2200 ! adm jr., 10/17/90, acetic acid vibrations and g
OB-CD   750.0000    1.2200 ! adm jr. 5/02/91, acetic acid pure solvent      
OC-CA   525.0000    1.2600 ! adm jr. 8/27/91, phenoxide                     
OC-CC   525.0000    1.2600 ! adm jr. 7/23/91, acetic acid                   
OC-C2   450.0000    1.3300 ! ethoxide 6-31+G* geom/freq, adm jr., 6/1/92    
OC-C3   450.0000    1.3300 ! methoxide 6-31+G* geom/freq, adm jr., 6/1/92   
OH-CA   334.3000    1.4110 ! MeOH, EMB 10/10/89,                            
OH-CD   230.0000    1.4000 ! adm jr. 5/02/91, acetic acid pure solvent      
OH-C1   428.0000    1.4200 ! methanol vib fit EMB 11/21/89                  
OH-C2   428.0000    1.4200 ! methanol vib fit EMB 11/21/89                  
OH-C3   428.0000    1.4200 ! methanol vib fit EMB 11/21/89                  
OH-H    545.0000    0.9600 ! EMB 11/21/89 methanol vib fit                  
OM-CM  1115.0000    1.1280 ! Heme (6-liganded): CO ligand (KK 05/13/91)     
OM-FE   250.0000    1.8000 ! Heme (6-liganded): O2 ligand (KK 05/13/91)     
OM-OM   600.0000    1.2300 ! Heme (6-liganded): O2 ligand (KK 05/13/91)     
OS-CD   150.0000    1.3340 ! adm jr. 5/02/91, acetic acid pure solvent      
OS-C3   340.0000    1.4300 ! adm jr., 4/05/91, for PRES C1 from methylacetat
OT-HT   450.0000    0.9572 ! FROM TIPS3P GEOM                               
S -C2   198.0000    1.8180 ! fitted to C-S s   9/26/92 (FL)                 
S -C3   240.0000    1.8160 ! fitted to C-S s   9/26/92 (FL)                 
S -HS   275.0000    1.3250 ! methanethiol pure solvent, adm jr., 6/22/92    
SM-C2   214.0000    1.8160 ! improved CSSC dihedral in DMDS  5/15/92 (FL)   
SM-C3   214.0000    1.8160 ! improved CSSC dihedral in DMDS  5/15/92 (FL)   
SM-SM   173.0000    2.0290 ! improved CSSC dihedral in DMDS  5/15/92 (FL)   
SS-CS   205.0000    1.8360 ! ALLOW   SUL

CA-CA-CA     40.000   120.000    35.000     2.416 ! JES 8/25/89                
CK-CK-C3     48.000   123.500     0.000     0.000 ! for 2-butene, yin/adm jr., 
CK-C2-C3     32.000   112.200     0.000     0.000 ! for 1-butene; from propene,
CL-CK-C2     48.000   126.000     0.000     0.000 ! for 1-butene; from propene,
CL-CK-C3     47.000   125.200     0.000     0.000 ! for propene, yin/adm jr., 1
C6-N -C      60.000   117.000     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
C7-C6-C      52.000   112.300     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
C7-C6-CC     52.000   112.300     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
C7-C6-CD     50.000   112.300     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
C7-C7-C6     70.000   108.500     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
C8-C7-C7     70.000   108.500     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
C8-N -C      60.000   117.000     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
C8-N -C6    100.000   114.200     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
C8-NP-C6    100.000   111.000     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
CP-CB-C      70.000   126.740     0.000     0.000 ! Heme (6-liganded): substitu
CP-CN-CP     94.200   125.120     0.000     0.000 ! Heme (6-liganded): porphyri
CP-NH-CP    139.300   103.900     0.000     0.000 ! Heme (6-liganded): porphyri
CB-C -C      70.000   121.500     0.000     0.000 ! Heme (6-liganded): substitu
CB-CB-C      70.000   126.750     0.000     0.000 ! Heme (6-liganded): substitu
CB-CB-CP     30.800   106.510     0.000     0.000 ! Heme (6-liganded): porphyri
C5-N4-C4    130.000   107.500     0.000     0.000 ! his, adm jr., 6/27/90      
C5-N5-C4    130.000   104.000     0.000     0.000 ! his, adm jr., 6/27/90      
C5-N6-C4    145.000   108.000     0.000     0.000 ! his, ADM JR., 7/20/89      
CN-CP-CB     61.600   124.070     0.000     0.000 ! Heme (6-liganded): porphyri
CP-CA-CA     60.000   118.000     0.000     0.000 !adm jr., 12/30/91, for jwk  
CP-CP-CA     60.000   122.000     0.000     0.000 !adm jr., 12/30/91, for jwk  
CP-CY-CA    120.000   107.400    25.000     2.261 !adm jr., 12/30/91, for jwk  
CP-NY-CA    110.000   108.000     0.000     0.000 !adm jr., 12/30/91, for jwk  
C1-C1-C      52.000   108.000     0.000     0.000 ! Alanine Dipeptide ab initio
C1-C1-CC     52.000   108.000     0.000     0.000 ! adm jr. 4/05/91, for asn,as
C1-C1-C1     53.350   111.000     8.000     2.561 ! alkane update, adm jr., 3/2
C1-C2-CA     51.800   107.500     0.000     0.000 ! PARALLH19 (JES)            
C1-C2-CC     52.000   108.000     0.000     0.000 ! adm jr. 4/05/91, for asn,as
C1-C2-CD     52.000   108.000     0.000     0.000 ! adm jr. 5/02/91, acetic aci
C1-C2-C4     58.350   113.000     0.000     0.000 ! his, ADM JR., 7/22/89, from
C1-C2-C1     58.350   113.500    11.160     2.561 ! alkane frequencies (MJF), a
C1-N1-C      50.000   120.000     0.000     0.000 ! NMA Vib Modes (LK)         
C2-CA-CA     45.800   122.300     0.000     0.000 ! PARALLH19 (JES)            
C2-CB-CP     65.000   126.740     0.000     0.000 ! Heme (6-liganded): substitu
C2-CB-CB     65.000   126.750     0.000     0.000 ! Heme (6-liganded): substitu
C2-C4-C4     45.800   130.000     0.000     0.000 ! his, ADM JR., 7/22/89, FC=>
C2-C1-C      52.000   108.000     0.000     0.000 ! Alanine Dipeptide ab initio
C2-C1-CC     52.000   108.000     0.000     0.000 ! adm jr. 4/05/91, for asn,as
C2-C1-CD     52.000   108.000     0.000     0.000 ! adm jr. 5/02/91, acetic aci
C2-C1-C1     53.350   111.000     8.000     2.561 ! alkane update, adm jr., 3/2
C2-C2-C      52.000   108.000     0.000     0.000 ! from C2  C1  C, for lactams
C2-C2-CC     52.000   108.000     0.000     0.000 ! adm jr. 4/05/91, for asn,as
C2-C2-CD     52.000   108.000     0.000     0.000 ! adm jr. 5/02/91, acetic aci
C2-C2-CB     70.000   113.000     0.000     0.000 ! Heme (6-liganded): substitu
C2-C2-C1     58.350   113.500    11.160     2.561 ! alkane frequencies (MJF), a
C2-C2-C2     58.350   113.600    11.160     2.561 ! alkane update, adm jr., 3/2
C2-C3-C1     58.350   113.500    11.160     2.561 ! alkane frequencies (MJF), a
C2-CY-CA     45.800   129.400     0.000     0.000 !adm jr., 5/08/91,  indole CC
C2-CY-CP     45.800   124.000     0.000     0.000 !adm jr., 5/08/91,  indole CC
C2-NC-C      62.300   120.000     0.000     0.000 ! 107.5->120.0 to make planar
C2-N1-C      50.000   120.000     0.000     0.000 ! NMA Vib Modes (LK)         
C2-OS-CD     40.000   109.600    30.000     2.265 ! adm jr. 5/02/91, acetic aci
C3-CA-CA     45.800   122.300     0.000     0.000 ! toluene, adm jr., 3/7/92   
C3-CB-CP     65.000   126.740     0.000     0.000 ! Heme (6-liganded): substitu
C3-CB-CB     65.000   126.750     0.000     0.000 ! Heme (6-liganded): substitu
C3-C4-C4     45.800   130.000     0.000     0.000 ! his, ADM JR., 7/22/89, FC=>
C3-C1-C      52.000   108.000     0.000     0.000 ! Alanine Dipeptide ab initio
C3-C1-CC     52.000   108.000     0.000     0.000 ! adm jr. 4/09/92, for ALA ct
C3-C1-C1     53.350   108.500     8.000     2.561 ! alkane update, adm jr., 3/2
C3-C1-C2     53.350   114.000     8.000     2.561 ! alkane update, adm jr., 3/2
C3-C1-C3     53.350   114.000     8.000     2.561 ! alkane update, adm jr., 3/2
C3-C2-CA     51.800   107.500     0.000     0.000 ! ethylbenzene, adm jr., 3/7/
C3-C2-C4     58.350   113.000     0.000     0.000 ! his, ADM JR., 7/22/89, from
C3-C2-C1     58.350   113.500    11.160     2.561 ! alkane frequencies (MJF), a
C3-C2-C2     58.000   115.000     8.000     2.561 ! alkane update, adm jr., 3/2
C3-C2-C3     53.350   114.000     8.000     2.561 ! alkane update, adm jr., 3/2
C3-NC-C      62.300   120.000     0.000     0.000 ! methylguanidinium, adm jr.,
C3-N1-C      50.000   120.000     0.000     0.000 ! NMA Vib Modes (LK)         
C3-OS-CD     40.000   109.600    30.000     2.265 ! adm jr. 5/02/91, acetic aci
C3-S -C2     34.000    95.000     0.000     0.000 ! expt. MeEtS,    3/26/92 (FL
CY-CP-CA    160.000   130.600     0.000     0.000 !adm jr., 12/30/91, for jwk  
CY-CP-CP    110.000   107.400     0.000     0.000 !adm jr., 12/30/91, for jwk  
CY-C2-C1     58.350   114.000     0.000     0.000 ! from TRP crystal, JWK      
CY-C2-C3     58.350   114.000     0.000     0.000 ! from TRP crystal, JWK      
FE-NH-CP     96.150   128.050     0.000     0.000 ! Heme (6-liganded): porphyri
FE-N5-C4     30.000   133.000     0.000     0.000 ! Heme (6-liganded): ligand l
FE-N5-C5     30.000   123.000     0.000     0.000 ! Heme (6-liganded): ligand l
H -N1-C      34.000   123.000     0.000     0.000 ! NMA Vib Modes (LK)         
H -N1-C1     35.000   117.000     0.000     0.000 ! NMA Vibrational Modes (LK) 
H -N1-C2     35.000   117.000     0.000     0.000 ! NMA Vibrational Modes (LK) 
H -N1-C3     35.000   117.000     0.000     0.000 ! NMA Vibrational Modes (LK) 
H -N2-CC     50.000   120.000     0.000     0.000 ! his, adm jr. 8/13/90 acetam
H -N2-H      23.000   120.000     0.000     0.000 ! adm jr. 8/13/90 acetamide g
H -N4-C4     30.000   125.500    20.000     2.150 ! his, adm jr., 6/27/90      
H -N4-C5     30.000   127.000    20.000     2.140 ! his, adm jr., 6/27/90      
H -N6-C4     25.000   126.000    15.000     2.130 ! his, adm jr., 6/27/90      
H -N6-C5     25.000   126.000    15.000     2.090 ! his, adm jr., 6/27/90      
H -NY-CA     28.000   126.000     0.000     0.000 !adm jr., 12/30/91, for jwk  
H -NY-CP     28.000   126.000     0.000     0.000 !adm jr., 12/30/91, for jwk  
H -OH-CA     65.000   108.000     0.000     0.000 ! JES 8/25/89 phenol         
H -OH-CD     55.000   115.000     0.000     0.000 ! adm jr. 5/02/91, acetic aci
H -OH-C1     57.500   106.000     0.000     0.000 ! methanol vib fit EMB 11/21/
H -OH-C2     57.500   106.000     0.000     0.000 ! methanol vib fit EMB 11/21/
H -OH-C3     57.500   106.000     0.000     0.000 ! methanol vib fit EMB 11/21/
HA-C -C      50.000   120.500     0.000     0.000 ! Heme vinyl substituent (KK 
HA-C -CB     50.000   120.000     0.000     0.000 ! Heme (6-liganded): substitu
HA-C -HA     50.000   118.000     0.000     0.000 ! Heme vinyl substituent (KK 
HA-CA-CA     29.000   120.000    25.000     2.152 ! trp, adm jr., 10/02/89     
HA-CA-CP     41.000   122.000     0.000     0.000 !adm jr., 5/08/91, indole CCD
HA-CA-CY     32.000   125.000    25.000     2.173 ! JWK 05/14/91 new theta0 and
HA-C7-C6     33.430   110.100    22.530     2.179 ! 6-31g* AcProN2, ProN2, 6-31
HA-C7-C7     26.500   110.100    22.530     2.179 ! 6-31g* AcProN2, ProN2, 6-31
HA-C7-C8     26.500   110.100    22.530     2.179 ! 6-31g* AcProN2, ProN2, 6-31
HA-C7-HA     35.500   109.000     5.400     1.802 ! 6-31g* AcProN2, ProN2, 6-31
HA-C8-C7     26.500   110.100    22.530     2.179 ! 6-31g* AcProN2, ProN2, 6-31
HA-C8-HA     35.500   109.000     5.400     1.802 ! 6-31g* AcProN2, ProN2, 6-31
HA-CN-CP     12.700   117.440     0.000     0.000 ! Heme (6-liganded): porphyri
HA-CN-FE      0.000   180.000     0.000     0.000 ! Heme (6-liganded): for "ic 
HA-CS-C3     34.600   110.100    22.530     2.179 ! ethylthiolate 6-31+G* geom/
HA-CS-HA     35.500   108.400    14.000     1.775 ! methylthiolate 6-31+G* geom
HA-C1-C      33.000   109.500    30.000     2.163 ! alanine dipeptide, LK, repl
HA-C1-CD     33.000   109.500    30.000     2.163 ! adm jr. 5/02/91, acetic aci
HA-C1-C1     34.500   110.100    22.530     2.179 ! alkane update, adm jr., 3/2
HA-C1-C2     34.500   110.100    22.530     2.179 ! alkane update, adm jr., 3/2
HA-C1-C3     34.500   110.100    22.530     2.179 ! alkane update, adm jr., 3/2
HA-C1-HA     35.500   109.000     5.400     1.802 ! based on HA   C2  HA       
HA-C2-C      33.000   109.500    30.000     2.163 ! alanine dipeptide, LK, repl
HA-C2-CA     49.300   107.500     0.000     0.000 ! PARALLH19 (JES)            
HA-C2-CC     33.000   109.500    30.000     2.163 ! adm jr. 4/05/91, for asn,as
HA-C2-CD     33.000   109.500    30.000     2.163 ! adm jr. 5/02/91, acetic aci
HA-C2-CK     45.000   111.500     0.000     0.000 ! for 1-butene; from propene,
HA-C2-CB     50.000   109.500     0.000     0.000 ! Heme (6-liganded): substitu
HA-C2-C4     33.430   109.500     0.000     0.000 ! his, ADM JR., 7/22/89, from
HA-C2-C1     33.430   110.100    22.530     2.179 ! alkane frequencies (MJF), a
HA-C2-C2     26.500   110.100    22.530     2.179 ! alkane update, adm jr., 3/2
HA-C2-C3     34.600   110.100    22.530     2.179 ! alkane update, adm jr., 3/2
HA-C2-CY     33.430   109.500     0.000     0.000 ! ADM JR., 10/02/89, from C2C
HA-C2-HA     35.500   109.000     5.400     1.802 ! alkane update, adm jr., 3/2
HA-C3-C      33.000   109.500    30.000     2.163 ! alanine dipeptide, LK, repl
HA-C3-CA     49.300   107.500     0.000     0.000 ! toluene, adm jr. 3/7/92    
HA-C3-CC     33.000   109.500    30.000     2.163 ! adm jr. 4/05/91, for asn,as
HA-C3-CD     33.000   109.500    30.000     2.163 ! adm jr. 5/02/91, acetic aci
HA-C3-CK     42.000   111.500     0.000     0.000 ! for 2-butene, yin/adm jr., 
HA-C3-CB     50.000   109.500     0.000     0.000 ! Heme (6-liganded): substitu
HA-C3-C4     33.430   109.500     0.000     0.000 ! his, ADM JR., 7/22/89, from
HA-C3-CS     34.600   110.100    22.530     2.179 ! ethylthiolate 6-31+G* geom/
HA-C3-C1     33.430   110.100    22.530     2.179 ! alkane frequencies (MJF), a
HA-C3-C2     34.600   110.100    22.530     2.179 ! alkane update, adm jr., 3/2
HA-C3-C3     37.500   110.100    22.530     2.179 ! alkane update, adm jr., 3/2
HA-C3-HA     35.500   108.400     5.400     1.802 ! alkane update, adm jr., 3/2
HA-CY-CA     20.000   126.400    25.000     2.186 ! JWK 05/14/91 new theta0 and
HA-CY-CP     32.000   126.400    25.000     2.255 ! JWK 05/14/91 new theta0 and
HK-CK-CK     52.000   119.500     0.000     0.000 ! for 2-butene, yin/adm jr., 
HK-CK-CL     42.000   118.000     0.000     0.000 ! for propene, yin/adm jr., 1
HK-CK-C2     40.000   116.000     0.000     0.000 ! for 1-butene; from propene,
HK-CK-C3     22.000   117.000     0.000     0.000 ! for propene, yin/adm jr., 1
HL-CL-CK     45.000   120.500     0.000     0.000 ! for propene, yin/adm jr., 1
HL-CL-CL     55.500   120.500     0.000     0.000 ! for ethene, yin/adm jr., 12
HL-CL-HL     19.000   119.000     0.000     0.000 ! for propene, yin/adm jr., 1
HB-C6-C      50.000   112.000     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
HB-C6-CC     50.000   112.000     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
HB-C6-CD     50.000   112.000     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
HB-C6-C7     35.000   118.000     0.000     0.000 ! 6-31g* AcProN2, ProN2, 6-31
HB-C1-C      50.000   109.500     0.000     0.000 ! Alanine Dipeptide ab initio
HB-C1-CC     50.000   109.500     0.000     0.000 ! adm jr. 4/05/91, for asn,as
HB-C1-CD     50.000   109.500     0.000     0.000 ! adm jr. 5/02/91, acetic aci
